DATE,STATION,SAMPLE,SAMTIME,REPLICAT,STEMP,BTEMP,MESH,SSAL,BSAL,NETSLED,FLOWNO,RPM,DATECAL,FLOSTART,FLOEND,RPT,SPLITS,XFACTOR,NO3M,HYDROMED,CHAETOGN,GASTROPO,BIVALVES,STOMATOP,UNIDSHRI,ACETES,LUCIFER,PERICLIM,LATREUTE,OTHASHR,CRABMEGA,PINNOTHE,GAMAMPH,CAPAMPH,ISOPODS,CUMACEAN,MYSIDS,FISHEGGS,UNIDFLAR,OTHERS,PALAELAR,ALPHELAR,CALLILAR,UPOGELAR,PENAEPLA,GOBYLAR,ANCHOLAR,LEIOSLAR,SPECIESI,SPECIES2,SPECIES3,SPECIES4,SPECIES5,SPECIES6,SPECIES7
6/17/1982,DD,36,8:50:00,A,26.9,-99.9,365,32,-99.9,S,5471,37.65,820301,473968,479102,5134,2,4,17.73,14.89,43.542,0,1.354,0,39.481,1.354,0.79,0,0,0,12.634,4.512,10.829,7.896,0.226,2.933,24.817,0.677,14.664,0.677,0,0,0,0,0.451,8.573,3.61,0,0,0,0,0,0,0,0
6/17/1982,DD,36,9:02:00,B,26.9,-99.9,365,32,-99.9,S,5471,37.65,820301,479102,484282,5180,2,4,17.89,14.757,51.202,0,1.565,0.224,33.315,0.224,1.118,0,0,0,6.931,4.472,6.037,5.366,0.447,2.459,23.253,1.342,11.906,0.224,0,0,0,0,0,10.061,1.342,0,0,0,0,0,0,0,0
6/17/1982,DD,36,9:10:00,C,26.9,-99.9,365,32,-99.9,S,5471,37.65,820301,484282,489138,4856,2,4,16.77,11.926,36.971,0,1.908,0,41.026,1.193,0.954,0,0,0,11.449,5.963,8.11,8.348,0.716,4.532,20.274,1.908,15.504,0.716,0,0,0,0,0.239,10.018,5.009,0,0,0,0,0,0,0,0
7/2/1982,BB,37,8:17:00,A,27.5,-99.9,365,32.2,-99.9,S,5471,37.65,820301,550341,556144,5803,3,8,20.04,44.711,20.758,0,9.381,0.499,27.944,0.399,6.786,0.798,0,0.2,90.619,30.739,7.585,4.391,0.798,0,8.782,0.798,23.054,0.399,8.932,16.168,0,0,2.246,22.355,0.399,0,0,0,0,0,0,0,0
7/2/1982,BB,37,8:25:00,B,27.5,-99.9,365,32.2,-99.9,S,5471,37.65,820301,556144,562260,6116,3,8,21.12,37.5,20.076,0,4.545,0.805,37.5,1.136,12.879,0,0,3.03,113.26,31.818,2.652,5.114,0.426,2.273,14.015,0,35.511,0,11.979,21.733,0,0,2.983,34.848,0.379,0,0,0,0,0,0,0,0
7/2/1982,BB,37,8:35:00,C,27.5,-99.9,365,32.2,-99.9,S,5471,37.65,820301,562260,568698,6438,3,8,22.23,33.108,16.554,0,3.599,1.125,22.357,0.36,7.557,1.08,0.045,3.239,123.8,19.433,42.105,5.398,0,2.879,6.478,0,21.502,0.36,7.152,12.955,0,0,1.799,18.354,2.879,0,0,0,0,0,0,0,0
7/2/1982,DD,37,8:40:00,A,26.9,-99.9,365,32,-99.9,S,5471,37.65,820301,568698,573515,4817,2,4,16.63,76.007,46.663,0,7.937,0,57.727,0.481,1.684,0,0.481,0.481,6.494,16.356,4.089,2.886,1.684,2.165,9.862,0.481,3.608,0.241,0,0,0,0,0.241,2.886,0.722,0,0,0,0,0,0,0,0
7/2/1982,DD,37,8:55:00,B,26.9,-99.9,365,32,32,S,5471,37.65,820301,573515,578175,4660,2,4,16.09,86.016,50.715,0.249,8.701,2.983,67.122,1.74,3.48,0,0,0,4.723,23.866,5.221,2.237,1.243,0.746,18.645,0,3.48,0,0,0,0,0,0,2.486,0.746,0,0,0,0,0,0,0,0
7/2/1982,DD,37,9:00:00,C,26.9,-99.9,365,32,-99.9,S,5471,37.65,820301,578175,582773,4598,2,4,15.88,68.766,46.348,0,14.861,0.252,66.751,0.756,4.786,0,0,0,3.526,51.889,5.038,3.275,2.015,1.008,22.166,0,7.305,0,0,0,0,0,0,5.542,1.763,0,0,0,0,0,0,0,0
7/19/1982,BB,38,11:50:00,A,28,-99.9,365,32.7,-99.9,S,5471,37.65,820301,582792,589809,7017,2,4,24.23,2.476,17.499,0,0.33,0,9.905,0,2.641,0.165,0,0,3.632,3.137,0.33,0.495,0.165,0,0.495,2.641,18.655,0,7.594,2.064,0.206,0,0,18.159,0.495,0,0,0,0,0,0,0,0
7/19/1982,BB,38,12:00:00,B,28,-99.9,365,32.7,-99.9,S,5471,37.65,820301,589809,596901,7092,2,4,24.49,0.49,23.683,0,0.163,0.163,10.78,0,3.43,0.49,0.163,3.103,8.657,2.287,9.31,2.287,0.327,0,2.287,0.98,10.984,0.408,8.085,2.409,0.286,0,0,10.943,0.041,0,0,0,0,0,0,0,0
7/19/1982,BB,38,12:08:00,C,28,-99.9,365,32.7,-99.9,S,5471,37.65,820301,596901,604579,7678,2,4,26.51,1.66,14.032,0,0.151,0.038,10.562,0,0.453,0.302,0.151,2.112,3.772,1.509,6.337,0.754,0.151,0,0.453,0.754,13.014,0,8.11,2.226,0.226,0,0.604,12.524,0.151,0,0,0,0,0,0,0,0
7/19/1982,DD,38,12:18:00,A,27.4,-99.9,365,32.5,-99.9,S,5471,37.65,820301,604579,609697,5118,3,8,17.67,3.169,29.428,0,1.358,0.453,15.393,0.057,0.905,0,0,0.113,11.771,6.338,4.98,3.622,0,0.453,11.319,2.716,14.148,0.453,0,0,0,0,0,14.035,0,0,0,0,0,0,0,0,0
7/19/1982,DD,38,12:25:00,B,27.4,-99.9,365,32.5,-99.9,S,5471,37.65,820301,609697,615809,6112,3,8,21.1,0.758,26.54,0,0.758,0.758,14.787,0.758,0.758,0,0,0,21.611,0.379,1.137,0.379,0.379,0,4.171,3.033,13.744,0,0,0,0,0,0,12.891,0.379,0,0,0,0,0,0,0,0
7/19/1982,DD,38,12:35:00,C,27.4,-99.9,365,32.5,-99.9,S,5471,37.65,820301,615809,621138,5329,3,8,18.4,0.87,20.435,0,0.435,1.739,8.696,0.87,0.87,0,0,0.87,8.696,0.87,4.348,2.174,0,0,8.261,1.304,9.511,0,0,0,0,0,0,9.13,0.217,0,0,0,0,0,0,0,0
8/2/1982,BB,39,10:52:00,A,27.1,-99.9,365,31.6,-99.9,S,5457,35.88,820712,652415,662343,9928,3,8,35.97,0.89,38.032,0,4.893,0.028,17.793,11.565,0.222,0.667,0,1.557,29.135,2.002,0.222,2.446,0,0,1.334,0.445,10.231,0.584,3.559,14.234,0,0,0,9.953,0.056,0,0,0,0,0,0,0,0
8/2/1982,BB,39,11:02:00,B,27.1,-99.9,365,31.6,-99.9,S,5457,35.88,820712,662343,672545,10202,3,8,36.96,1.082,48.268,0,2.597,0.216,17.749,20.563,1.299,0.054,0.027,1.299,28.788,0.216,0.216,1.515,0.433,0,0.216,0.216,13.934,0.216,3.544,14.205,0,0,0,13.203,0.054,0,0,0,0,0,0,0,0
8/2/1982,BB,39,11:12:00,C,27.1,-99.9,365,31.6,-99.9,S,5457,35.88,820712,672545,683390,10845,3,8,39.29,1.833,32.375,0,4.072,0.204,7.33,6.719,0.611,0.076,0,0.814,7.534,1.018,0,0.407,0.204,0,1.629,0.204,23.568,0.204,1.476,5.854,0,0,0,22.398,0.814,0,0,0,0,0,0,0,0
8/2/1982,DD,39,11:27:00,A,26.7,-99.9,365,33.1,-99.9,S,5457,35.88,820712,683390,692103,8713,2,4,31.57,1.394,68.293,0,0.253,0,15.711,6.715,0.253,0,0,0.38,2.661,0,0.76,0.127,0.032,0.253,2.154,0,1.869,0,0,0,0,0,0,1.52,0.127,0,0,0,0,0,0,0,0
8/2/1982,DD,39,11:35:00,B,26.7,-99.9,365,33.1,-99.9,S,5457,35.88,820712,692103,701659,9556,2,4,34.62,1.849,87.233,0,0.231,0,15.251,5.43,0,0,0,0.462,1.964,0.116,0.924,0.116,0.231,0.462,1.964,0.347,3.928,0.116,0,0,0,0,0,3.004,0.578,0,0,0,0,0,0,0,0
8/2/1982,DD,39,11:45:00,C,26.7,-99.9,365,33.1,-99.9,S,5457,35.88,820712,701659,711430,9771,2,4,35.4,1.582,73.785,0,0,0,14.011,2.26,0.113,0,0.226,0.226,1.582,0.339,0.339,0.226,0.113,0.226,1.582,0.452,2.232,0.113,0,0,0,0,0,1.921,0.056,0,0,0,0,0,0,0,0
8/16/1982,BB,40,9:45:00,A,29.3,-99.9,365,34.7,-99.9,S,5471,37.65,820301,830058,837125,7067,2,4,24.4,1.311,5.902,0,0.82,0.164,7.377,2.459,1.803,0.328,0,0.164,12.951,0.164,3.115,0.82,0,0.164,5.41,0.984,7.91,0,1.967,3.156,1.557,0.205,0.451,7.213,0.164,0,0,0,0,0,0,0,0
8/16/1982,BB,40,9:53:00,B,29.3,-99.9,365,34.7,-99.9,S,5471,37.65,820301,837125,844605,7480,2,4,25.83,0.465,7.433,0,0.465,0.155,11.15,2.478,1.239,0.31,0.31,1.703,20.906,0.465,5.575,0.929,0,0.155,1.703,0.465,8.517,0,2.981,4.762,2.323,0.348,0.658,8.208,0.155,0,0,0,0,0,0,0,0
8/16/1982,BB,40,10:02:00,C,29.3,-99.9,365,34.7,-99.9,S,5471,37.65,820301,844605,852131,7526,2,4,25.99,2.924,7.849,0,0.616,0,6.156,2.616,0.77,0.154,0,2.001,18.469,0.616,2.616,0.462,0,0,0.308,1.847,9.003,0.154,1.654,2.655,1.308,0.192,0.385,8.773,0.038,0,0,0,0,0,0,0,0
8/16/1982,DD,40,10:15:00,A,29.3,-99.9,365,34.3,-99.9,S,5471,37.65,820301,852131,856909,4778,2,4,16.5,3.394,7.03,0,3.636,0,10.424,0.485,0.97,0,0.242,0,5.091,0,6.788,1.939,0.242,1.212,7.515,0.485,6.182,0,0,0,0,0,0.242,5.091,0,0,0,0,0,0,0,0,0
8/16/1982,DD,40,10:22:00,B,29.3,-99.9,365,34.3,-99.9,S,5471,37.65,820301,856909,862379,5470,2,4,18.89,2.965,5.294,0,2.541,0,7.2,0.212,0.847,0,0.424,0,2.541,0.212,5.611,0.847,0,2.541,6.564,1.482,3.812,0.424,0,0,0,0,0,3.812,0,0,0,0,0,0,0,0,0
8/16/1982,DD,40,10:30:00,C,29.3,-99.9,365,34.3,-99.9,S,5471,37.65,820301,862379,868884,6505,2,4,22.46,2.493,7.48,0,0.178,0,7.124,0.712,0.178,0,0.356,0,3.206,0,2.85,1.425,0,0.89,6.768,0.712,6.278,0,0,0,0,0,0,6.055,0,0,0,0,0,0,0,0,0
8/31/1982,BB,41,11:00:00,A,25.5,25.3,365,35.1,34,S,5457,35.88,820712,741102,752186,11084,3,8,40.16,0.398,34.861,0,0,0.174,5.777,16.135,0.398,0.398,0.199,0.598,11.355,0.797,0.797,0,0,0,0.199,0,3.835,0,1.843,1.619,0,0,2.291,3.785,0.025,0,0,0,0,0,0,0,0
8/31/1982,BB,41,11:05:00,B,25.5,25.3,365,35.1,34,S,5457,35.88,820712,752186,763896,11710,3,8,42.43,1.131,42.234,0,0.189,0.189,9.427,34.975,1.508,0.566,0.189,0.189,21.683,0.943,3.017,0.566,0,0,0.377,0,4.596,0.377,3.017,2.64,0,0,3.771,4.525,0.047,0,0,0,0,0,0,0,0
8/31/1982,BB,41,11:20:00,C,25.5,25.3,365,35.1,34,S,5457,35.88,820712,763896,774425,10529,3,8,38.15,0,27.471,0,0.629,0,3.355,51.586,1.048,0.419,0,0.419,22.018,0.629,0,0.419,0,0.21,0,0,3.591,0.288,1.075,0.944,0,0,1.337,3.355,0.21,0,0,0,0,0,0,0,0
8/31/1982,DD,41,11:40:00,A,25.5,25.4,365,34.8,33.8,S,5457,35.88,820712,774425,783278,8853,2,4,32.08,2.244,8.354,0,0.623,0,9.227,0.125,0.249,0,0,0,2.618,0.249,0.125,0.499,0,0,0.125,0,3.741,0.249,0,0,0,0,0,3.117,0.249,0,0,0,0,0,0,0,0
8/31/1982,DD,41,11:45:00,B,25.5,25.4,365,34.8,33.8,S,5457,35.88,820712,783278,792153,8875,2,4,32.16,2.488,8.458,0,0.498,0,11.816,0,0,0,0,0,3.358,0.124,0.373,0.249,0,0.124,0.249,0.124,4.26,0.249,0,0,0,0,0,4.229,0.031,0,0,0,0,0,0,0,0
8/31/1982,DD,41,11:50:00,C,25.5,25.4,365,34.8,33.8,S,5457,35.88,820712,792153,800669,8516,2,4,30.86,2.074,13.091,0,1.037,0.389,6.222,2.074,0.259,0,0,0,7.907,0.518,0.648,0.389,0,0.259,0,0,4.051,0,0,0,0,0,0,3.759,0.259,0,0,0,0,0,0,0,0
9/14/1982,BB,42,10:00:00,A,25.2,25.2,365,34.9,34.8,S,5457,35.88,820712,800670,811067,10397,2,4,37.67,0.106,8.495,0,0,0,5.84,0.106,0.106,3.079,0.106,4.805,1.38,0,13.167,1.274,0,0,0.956,0,0.849,0,1.46,0.876,0.239,0.239,2.973,0.637,0.106,0,0,0,0,0,0,0,0
9/14/1982,BB,42,10:07:00,B,25.2,25.2,365,34.9,34.8,S,5457,35.88,820712,811067,821654,10587,2,4,38.36,0.73,12.722,0,0.104,0.104,6.465,0.417,0.626,5.109,0.417,3.128,1.668,0.104,1.877,0.73,0,0.104,2.086,0,1.095,0.104,1.616,0.313,0.261,0.287,3.285,0.938,0.104,0,0,0,0,0,0,0,0
9/14/1982,BB,42,10:15:00,C,25.2,25.2,365,34.9,34.8,S,5457,35.88,820712,821654,832330,10676,2,4,38.68,0.103,12.616,0,0,0,4.447,1.138,0.103,3.93,0.31,2.74,1.241,0,10.548,0.931,0,0.103,2.172,0.103,1.086,0,0,0,0,0,0.517,0.957,0.078,0,0,0,0,0,0,0,0
9/14/1982,DD,42,10:30:00,A,25.3,25.3,365,34.7,34.3,S,5457,35.88,820712,832330,841249,8919,1,2,32.32,0.248,8.292,0,0.062,0,2.475,0.062,0.309,0.062,0,0.309,0.619,0,5.879,4.332,0.062,0.124,4.146,0,0.526,0.062,0,0,0,0,0.062,0.433,0.031,0,0,0,0,0,0,0,0
9/14/1982,DD,42,10:40:00,B,25.3,25.3,365,34.7,34.3,S,5457,35.88,820712,841249,851309,10060,1,2,36.45,0.11,7.188,0,0.329,0,3.237,0,0.165,0.055,0.11,0,0.768,0.055,2.963,1.372,0,0.055,1.811,0,0.466,0.027,0,0,0,0,0.055,0.329,0.027,0,0,0,0,0,0,0,0
9/14/1982,DD,42,10:50:00,C,25.3,25.3,365,34.7,34.3,S,5457,35.88,820712,851309,861077,9768,1,2,35.39,0.17,9.212,0,0.17,0.057,3.052,0,0.113,0,0,0,0.904,0.057,2.6,0.904,0.283,0.113,2.317,0,0.593,0.113,0,0,0,0,0,0.509,0,0,0,0,0,0,0,0,0
9/29/1982,BB,43,11:10:00,A,23.1,23.3,365,33.3,34,S,5457,35.88,820712,360420,371815,11395,2,4,41.29,0.388,11.334,0,0.097,0,5.716,0,1.066,3.488,0.097,1.744,0.484,0,5.231,0.581,0,0,0.388,0,0.388,0.097,3.875,1.429,0,0,0.388,0.291,0.073,0,0,0,0,0,0,0,0
9/29/1982,BB,43,11:20:00,B,23.1,23.3,635,33.3,34,S,5457,35.88,820712,371815,383029,11214,2,4,40.63,0.394,11.223,0,0.098,0,2.953,0,0.886,1.674,0.098,2.363,0.689,0,4.43,0.492,0,0,0.197,0,0.246,0,2.018,0.738,0,0,0.197,0.197,0,0,0,0,0,0,0,0,0
9/29/1982,BB,43,11:30:00,C,23.1,23.3,635,33.3,34,S,5457,35.88,820712,383029,394163,11134,2,4,40.34,0.297,12.395,0,0.099,0.025,5.156,0,0.297,1.587,0,3.074,0.397,0,4.66,1.587,0,0,0.397,0,0.025,0.025,2.281,0.843,0,0,0.248,0,0,0,0,0,0,0,0,0,0
9/29/1982,DD,43,12:05:00,C,23.3,23.3,365,33.3,34,S,5457,35.88,820712,413419,422992,9573,0,1,34.68,1.211,7.757,0,0,0,11.995,0,0.404,0.029,0,0.144,0.49,0.029,0,0.144,0,0,0.461,0,0.115,0.087,0,0,0,0,0,0.087,0,0,0,0,0,0,0,0,0
9/29/1982,DD,43,11:55:00,B,23.3,23.3,365,33.3,34,S,5457,35.88,820712,403615,413419,9804,0,1,35.52,0.816,8.587,0,0.028,0,9.403,0,0.704,0.113,0,0.253,0.394,0,0.563,0.113,0.028,0.056,0.845,0,0.253,0.028,0,0,0,0,0,0.169,0,0,0,0,0,0,0,0,0
9/29/1982,DD,43,11:45:00,A,23.3,23.3,365,33.3,34,S,5457,35.88,820712,394163,403615,9452,0,1,34.25,0.934,6.015,0,0.058,0,8.526,0,0.234,0.029,0,0.467,0.35,0,0.555,0.204,0,0,0.35,0,0.146,0,0,0,0,0,0,0.146,0,0,0,0,0,0,0,0,0
10/13/1982,BB,44,10:20:00,A,23.1,23.1,365,35.4,35.1,S,5457,35.88,820712,422999,432008,9009,2,4,32.64,0.735,4.779,0,0,0,0.98,0,0.245,0.368,0,0.98,0.123,0,0.98,0.49,0,0,1.348,0,0.031,0.123,0,0.643,0.337,0,0,0,0,0,0,0,0,0,0,0,0
10/13/1982,BB,44,10:35:00,B,23.1,23.1,365,35.4,35.1,S,5457,35.88,820712,432008,441028,9020,2,4,32.68,0.122,5.386,0,0.122,0,0.367,0,0.122,0.245,0,0.734,0,0,0.245,0.122,0,0.245,0.367,0,0,0,0,0.245,0.122,0,0,0,0,0,0,0,0,0,0,0,0
10/13/1982,BB,44,10:45:00,C,23.1,23.1,365,35.4,35.1,S,5457,35.88,820712,441028,450050,9022,2,4,32.69,0.245,6.608,0,0,0,0.245,0,0.122,3.304,0,2.692,0,0,14.439,0.367,0.122,0,0.734,0,0,0,0,0.153,0.092,0,0,0,0,0,0,0,0,0,0,0,0
10/13/1982,DD,44,10:55:00,A,23.1,23.1,365,35.1,35.1,S,5457,35.88,820712,450050,456895,6845,1,2,24.8,0,2.5,0,0,0,0.161,0,0,0.403,0,0.161,0.161,0,1.935,0.323,0,0.242,5.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/13/1982,DD,44,11:05:00,B,23.1,23.1,365,35.1,35.1,S,5457,35.88,820712,456895,464045,7150,1,2,25.91,0.077,1.853,0,0,0,0.386,0,0,0,0,0,0.154,0,0.849,0.077,0,0.232,3.628,0,0.077,0.077,0,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0
10/13/1982,DD,44,11:10:00,C,23.1,23.1,365,35.1,35.1,S,5457,35.88,820712,464045,471811,7766,1,2,28.14,0.142,2.274,0,0,0,0,0,0,0.071,0,0.142,0,0,0.64,0,0,0,0.498,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/1982,BB,45,10:10:00,A,15.2,15.3,365,32.9,33.3,S,5457,35.88,820712,473661,482376,8715,2,4,31.58,0,4.813,0,0.127,0,0.032,0,0.127,4.94,0,1.393,0.127,0,5.066,0.633,0,0,0.38,0,0.38,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0
10/29/1982,BB,45,10:20:00,B,15.2,15.3,365,32.9,33.3,S,5457,35.88,820712,482376,491373,8997,2,4,32.6,0,5.399,0,0,0,0,0,0,1.104,0.123,1.472,0,0,2.577,0.123,0,0,0.613,0,0.031,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0
10/29/1982,BB,45,10:30:00,C,15.2,15.3,365,32.9,33.3,S,5457,35.88,820712,491373,500702,9329,2,4,33.8,0.118,3.787,0,0,0,0.118,0,0,1.538,0,3.491,0,0,1.775,0.237,0,0,0.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/1982,DD,45,10:35:00,A,15.3,15.5,365,32.7,32.9,S,5457,35.88,820712,500702,506427,5725,0,1,20.74,0.145,4.147,0,0.048,0,0.193,0,0.096,0,0,0.289,0,0,0.675,0.338,0.048,0,1.35,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/1982,DD,45,10:45:00,B,15.3,15.5,365,32.7,32.9,S,5457,35.88,820712,506427,513562,7135,0,1,25.85,0,3.482,0,0.039,0,0.077,0.077,0.077,0,0,0,0.039,0,0.155,0.039,0.077,0,1.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/29/1982,DD,45,10:55:00,C,15.3,15.5,365,32.7,32.9,S,5457,35.88,820712,513562,521642,8080,0,1,29.28,0.102,3.313,0,0,0,0.102,0.034,0.102,0.102,0,0,0.034,0,0.444,0,0,0,1.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/1982,BB,46,11:30:00,A,14.4,14.5,365,34.5,34.1,S,5457,35.88,820712,521600,529741,8141,1,2,29.5,0.068,12.542,0,0,0,0.068,0,0,2.305,0,1.831,0,0,2.441,0.136,0.136,0.136,0.475,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/1982,BB,46,11:40:00,B,14.4,14.5,365,34.5,34.1,S,5457,35.88,820712,529741,539301,9560,1,2,34.64,0,14.55,0,0,0,0.173,0.115,0,1.212,0,2.021,0.115,0.058,0.924,0.115,0.058,0.115,0.924,0,0,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0
11/25/1982,BB,46,11:55:00,C,14.4,14.5,365,34.5,34.1,S,5457,35.88,820712,539301,548060,8759,1,2,31.74,0.189,15.627,0,0,0,0.032,0,0,2.773,0,1.512,0,0,1.512,0.252,0,0.063,0.819,0,0.095,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0
11/25/1982,DD,46,12:05:00,A,14.4,14.5,365,34,34.2,S,5457,35.88,820712,548069,554552,6483,0,1,23.49,0.128,1.447,0,0.085,0,0,0.043,0,0,0,0.085,0,0,0.724,0.128,0.511,0.128,1.107,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/1982,DD,46,12:15:00,B,14.4,14.5,365,34,34.2,S,5457,35.88,820712,554552,563072,8520,0,1,30.87,0.162,2.203,0,0.032,0,0.065,0.065,0.032,0,0,0.032,0,0,0.81,0.097,0.259,0.13,1.717,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/25/1982,DD,46,12:25:00,C,14.4,14.5,365,34,34.2,S,5457,35.88,820712,563072,570602,7530,0,1,27.28,0.11,2.603,0,0,0,0.11,0.183,0.037,0,0,0,0,0.037,1.906,0.22,0.623,0.22,3.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/1982,BB,47,10:40:00,A,15.8,16.1,365,34.9,34.6,S,5457,35.88,820712,570628,579989,9361,0,1,33.92,0.059,7.017,0,0,0,0,0.029,0,0.708,0,1.798,0.029,0,1.887,0.177,0.029,0.088,0.324,0,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/1982,BB,47,10:50:00,B,15.8,16.1,365,34.9,34.6,S,5457,35.88,820712,579989,590139,10150,0,1,36.76,0.326,13.194,0,0,0,0,0,0.109,0.054,0,0.163,0,0,0.082,0.054,0,0.027,0.054,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/1982,BB,47,10:58:00,C,15.8,16.1,365,34.9,34.6,S,5457,35.88,820712,590139,600675,10536,0,1,38.17,0.236,8.855,0,0,0,0,0,0.026,0.21,0,3.746,0,0.026,2.279,0.576,0.026,0.131,0.131,0,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/1982,DD,47,11:15:00,A,16.3,16.2,365,34.5,34.3,S,5457,35.88,820712,590139,600675,10536,0,1,38.17,0.262,3.301,0,0.079,0,0,0.445,0.026,0,0,0.314,0.052,0,1.991,0.524,0.079,0.183,2.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/1982,DD,47,11:25:00,B,16.3,16.2,365,34.5,34.3,S,5457,35.88,820712,607667,614354,9687,0,1,35.1,0.057,3.305,0,0.085,0,0.057,0.513,0,0,0,0.028,0,0,2.707,0.37,0.085,0.028,1.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/29/1982,DD,47,11:35:00,C,16.3,16.2,365,34.5,34.3,S,5457,35.88,820712,614354,620604,6250,0,1,22.64,0.353,2.473,0,0.133,0,0.088,0.221,0,0.044,0,0,0.044,0,1.943,0.442,0.044,0.265,2.297,0,0.044,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/1982,BB,48,12:00:00,A,11.8,12.2,365,33.7,34,S,5471,34.53,820903,3568,11178,7610,2,4,28.65,1.675,69.948,0,0.419,0,0.14,0.14,0,0.279,0,1.257,0.14,0,2.234,0.838,0.419,0.698,0.14,0,0.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/1982,BB,48,12:07:00,B,11.8,12.2,365,33.7,34,S,5471,34.53,820903,11178,19435,8257,2,4,31.09,1.029,61.756,0,0.386,0,0.129,0.129,0,0.257,0,2.959,0,0,0.901,0.643,0.129,0.129,0,0,0.386,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0
12/15/1982,BB,48,12:15:00,C,11.8,12.2,365,33.7,34,S,5471,34.53,820903,19435,20605,117,2,4,4.41,0.907,39.002,0,2.721,0,0,0,0,0.907,0,0.907,0,0,1.814,0.907,0,0.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/1982,DD,48,12:27:00,A,11.8,11.6,365,33.9,33.9,S,5471,34.53,820903,20605,25418,4813,0,1,18.12,0.442,18.102,0,0.11,0.055,0.055,0.607,0,0,0,0.055,0.11,0,4.415,0.717,0.386,0.055,3.091,0,0.442,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/1982,DD,48,12:35:00,B,11.8,11.6,365,33.9,33.9,S,5471,34.53,820903,25418,30340,4922,0,1,18.53,0.917,16.352,0,0.162,0.054,0,0.702,0,0,0,0.054,0.054,0,7.339,0.648,0.432,0.486,7.339,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/15/1982,DD,48,12:35:00,C,11.8,11.6,365,33.9,33.9,S,5471,34.53,820903,30340,35451,5111,0,1,19.24,0.572,14.397,0,0.052,0,0.052,0.416,0,0,0,0.052,0,0.052,5.198,0.572,0.26,0.364,4.262,0,0.104,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/1982,BB,49,12:55:00,A,11.1,11.1,365,33.9,33.9,S,5471,34.53,820903,35598,42245,6647,0,1,25.02,0.959,13.869,0,1.439,0,0,0.04,0,0,0,0.12,0,0,0.32,0.04,0.24,0.16,0.839,0.04,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/1982,BB,49,13:05:00,B,11.1,11.1,365,33.9,33.9,S,5471,34.53,820903,42245,49428,7183,0,1,27.04,1.479,12.537,0,2.811,0,0,0.074,0,0.185,0,0.037,0,0,1.257,0.037,0,0.037,1.109,0,1.479,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/1982,BB,49,13:15:00,C,11.1,11.1,365,33.9,33.9,S,5471,34.53,820903,49428,56472,7044,0,1,26.52,0.83,11.765,0,1.32,0,0.038,0,0,1.357,0,0.113,0,0,2.338,0.038,0.151,0.075,0.943,0,1.433,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/31/1982,DD,49,13:22:00,A,11.1,11.1,365,33.4,33.5,S,5471,34.53,820903,56472,61922,5450,0,1,20.52,1.072,9.6,0,6.287,0,0.049,0.097,0,0.049,0,0.049,0.097,0,0.975,0.146,0,0.39,1.511,0.049,0.78,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0
