DATE,STATION,SAMPLE,ATTIME,REPLICAT,STEMP,BTEMP,MESH,SSAL,BSAL,SVOL,TYPETOW,TTSBO,RPM,RPT,DATECAL,FLOSTART,FLOEND,NOMINTOW,PSAMSORT,NAME,XFACTOR,NO3M,HYDROMED,GASTRVEL,BIVLARVA,POLYCHAE,UNCLADOC,OSTRACOD,ACTONSAA,ACTONSAC,CENTHAMA,CENTHAMC,EURYAFFA,EURYAFFC,LABIAESA,LABIAESC,PARVCRAA,PSECOROA,PSECOROC,UCALSPPA,UCALSPPC,TEMTURBA,TEMTURBC,UNCALSPP,EUTACUTA,UNIHARPA,OITHSPPC,UNICYCLA,UNICOPEN,UNICOPEA,UNICOPEC,BARNNAUP,BARNCYPR,CRABLIKZ,BRYOZOAN,BIPIBRAC,DOLIOLAR,OPHIOPLU,ECHINOPL,ASCIDIAL,LARVACEA,OTHERPLA,TOTZPK,ACARTIA,CENTROP,BARNACLE,EURYTEMO,TOTCOPEP,PSECOROT
1982-10-01,DD,43,10:15:00,A,23,23,153,33,34,200,PS,O,6501,36,79070828664,30995,2331,2,100,DLB,1,5,65.1,43.4,86.8,520.6,0,0,2321,10238.6,0,0,0,0,21.7,65.1,4707.2,65.1,151.8,0,0,21.7,0,433.9,1344.9,43.4,1778.7,368.7,368.8,0,433.9,1453.4,0,477.2,86.8,0,0,1323.2,0,0,997.8,238.6,27223.5,12559.6,0,1453.4,0,21930.6,216.9
1982-10-01,DD,43,10:15:00,B,23,23,153,33,34,200,PS,O,3657,35,79070866603,69164,2561,2,100,DLB,1,5,77.7,77.7,330.1,524.3,19.4,0,2601.9,9980.6,0,0,0,0,0,0,6077.7,19.4,135.9,0,0,38.8,0,407.8,1359.2,77.6,2640.8,310.7,388.4,0,407.8,1475.7,0,349.5,38.8,0,0,1048.5,0,0,1145.6,271.8,29397.9,12582.5,0,1475.7,0,24038.8,155.3
1982-10-13,BB,44,10:15:00,A,23,23,153,35,35,200,PS,O,6501,36,79070833801,33950,49,6,100,DLB,1,0,9.5,66.7,38.1,352.7,38.1,0,610.1,1878,0,0,0,0,0,0,1267.9,19.1,266.9,0,0,28.6,76.3,28.6,143,28.6,200.2,0,114.4,0,28.6,381.3,0,19.1,9.5,0,0,47.7,0,0,505.2,57.1,6186.7,2488.1,0,381.3,0,4661.7,286
1982-10-13,BB,44,10:15:00,B,23,23,153,35,35,200,PS,O,3657,35,79070872896,78112,5216,6,100,DLB,1,0,76.3,76.3,38.1,600.6,76.3,0,981.9,3651.1,0,0,0,0,0,28.6,3374.6,47.7,419.5,0,0,28.6,76.3,28.6,324.1,66.7,1563.4,19.1,295.5,0,28.6,591,0,28.6,47.7,0,0,28.6,0,0,877,38,13384.2,4633,0,591,0,10905.7,467.2
1982-10-13,DD,44,10:00:00,A,23,23,153,35,35,200,PS,O,6501,36,79070831976,33801,1825,2,100,DLB,1,4,55.4,55.4,0,637.1,138.5,0,1080.3,3573.4,0,0,0,0,0,0,2548.5,27.7,221.6,0,0,55.4,221.6,27.7,249.3,55.4,249.3,27.7,249.3,0,27.7,470.9,0,0,83.1,27.7,27.7,803.3,0,0,1218.8,27.7,12132.8,4653.7,0,470.9,0,8587.2,249.3
1982-10-13,DD,44,10:00:00,B,23,23,153,35,35,200,PS,O,3657,35,79070870853,72896,2043,2,100,DLB,1,4,0,48.7,48.7,1143.6,73,0,1021.9,3795.6,0,0,0,0,0,0,2652.1,0,219,0,0,24.3,243.3,73,413.6,0,1800.5,0,413.6,0,73,729.9,0,0,194.7,0,0,1167.9,0,0,924.6,48.6,15036.6,4817.5,0,729.9,0,10656.9,219
1982-10-29,BB,45,09:55:00,B,15,15,153,33,33,200,PS,O,6501,36,79070834109,37430,3321,3,100,DLB,1,7,0,0,30.5,91.5,0,30.5,167.7,1326.2,0,0,0,0,0,0,747,15.2,91.5,0,0,0,0,30.4,106.7,60.9,198.2,30.4,61,0,30.4,1478.7,0,0,0,0,0,15.2,0,0,137.2,0,4618.8,1493.9,0,1478.7,0,2835.2,106.7
1982-10-29,BB,45,09:55:00,A,15,16,153,33,33,200,PS,O,3657,35,79070880153,83062,2909,3,100,DLB,1,6,34.2,17.1,102.6,119.7,17.1,0,273.5,1470.1,0,0,0,0,0,0,1025.6,0,119.7,0,0,0,0,51.3,85.5,51.3,495.7,34.2,290.6,0,51.3,1504.3,0,0,17.1,0,0,68.4,0,0,256.4,51.3,6085.7,1743.6,0,1504.3,0,3897.5,119.7
1982-10-29,DD,45,09:45:00,B,15,16,153,33,33,200,PS,O,6501,36,79070833959,34109,150,2,100,DLB,1,4,24.9,24.9,0,224.4,24.9,0,374.1,2344.1,0,0,0,0,0,0,1321.7,0,74.8,0,0,0,0,0,74.8,0,174.6,0,49.9,0,0,224.4,0,0,0,0,24.9,99.8,0,0,274.3,49.9,5386.4,2718.2,0,224.4,0,4414,74.8
1982-10-29,DD,45,12:57:00,A,15,16,153,33,33,200,PS,O,3657,35,79070878162,80153,1991,2,100,DLB,1,4,24.9,24.9,74.8,174.6,24.9,0,349.1,3341.7,0,0,0,0,0,0,1222,0,49.9,0,0,0,0,0,548.6,24.9,99.8,124.7,374.1,0,0,473.8,0,0,0,24.9,0,249.4,0,0,0,274.3,7481.3,3690.8,0,473.8,0,6134.8,49.9
1982-11-15,BB,46,11:20:00,A,14,15,153,35,34,200,PS,O,3657,35,79070888707,92596,3889,3,100,DLB,1,8,38.4,12.8,63.9,370.8,12.8,0,1764.7,3388.8,12.8,0,0,0,0,0,5920.7,0,140.7,0,0,0,0,89.5,652.2,76.8,1905.4,115.1,179,0,89.5,383.6,0,0,12.8,0,0,0,0,0,63.9,89.6,15294.3,5153.5,12.8,383.6,0,14245.7,140.7
1982-11-15,BB,46,11:20:00,B,14,15,153,35,34,200,PS,O,6501,36,79070841560,42396,836,3,100,DLB,1,8,51.2,0,38.4,217.4,0,0,844,1649.6,0,0,0,0,0,0,2800.5,25.6,51.2,0,0,0,0,102.3,588.2,76.8,728.9,115.1,115.1,0,102.3,153.5,0,0,0,0,0,0,0,0,25.6,25.6,7609,2493.6,0,153.5,0,7097.3,76.8
1982-11-15,DD,46,11:10:00,A,14,15,153,34,34,200,PS,O,3657,35,79070885011,88707,3696,2,100,DLB,1,7,40.3,0,107.5,322.6,13.4,0,2553.8,4005.4,26.9,0,0,0,0,0,7338.7,0,94.1,0,0,0,13.4,188.1,766.1,107.5,2285,283.3,228.5,0,188.1,215.1,13.4,13.4,13.4,0,0,0,0,0,94.1,40.2,18764.2,6559.2,26.9,228.5,0,17890.8,94.1
1982-11-15,DD,46,11:10:00,B,14,15,153,34,34,200,PS,O,6501,36,79070840709,41560,851,2,100,DLB,1,7,40.3,0,13.4,188.2,13.4,0,1559.1,2379,0,0,0,0,0,0,3830.7,13.4,40.3,0,0,0,0,147.8,362.9,13.4,967.7,67.1,107.5,0,147.8,161.3,0,0,0,0,0,13.4,0,0,121,53.7,10093.6,3938.1,0,161.3,0,9488.9,53.7
1982-11-29,BB,47,10:27:00,A,16,16,153,35,35,200,PS,O,3657,35,79070894864,96118,1254,2,100,DLB,1,3,39.7,0,39.7,198.4,0,0,674.6,6666.7,0,0,0,0,0,0,2896.8,0,119.1,0,0,0,0,952.4,555.6,0,4166.7,39.7,2023.8,0,952.4,992.1,0,0,39.7,0,0,0,0,0,198.4,39.7,19643.1,7341.3,0,992.1,0,18095.4,119.1
1982-11-29,BB,47,10:27:00,B,16,16,153,35,35,200,PS,O,6501,35,79070844472,45889,1417,2,100,DLB,1,3,70.2,35.1,35.1,315.8,0,0,596.5,8140.4,0,807,0,0,0,0,2701.8,0,315.8,0,0,0,0,526.3,491.2,35.1,2456.1,0,1263.2,0,526.3,666.7,0,0,0,0,0,0,0,0,175.4,140.4,18772.1,8736.9,807,666.7,0,17333.4,315.8
1982-11-29,DD,47,10:10:00,A,16,16,153,35,34,200,PS,O,3657,35,79070892616,94864,2248,2,100,DLB,1,5,0,44.3,88.5,730.1,44.3,0,862.8,8606.2,0,376.1,0,0,0,0,3097.4,22.1,44.3,0,0,0,0,376.1,1106.2,132.8,4513.3,0,1017.7,0,376.1,265.5,44.3,0,22.1,0,0,0,0,0,132.7,88.5,21615.3,9469,376.1,309.8,0,20155,66.4
1982-11-29,DD,47,10:10:00,B,16,16,153,35,34,200,PS,O,6501,36,79070842391,44472,2081,2,100,DLB,1,4,24.3,0,243.3,486.6,0,0,486.6,7104.6,0,219,0,0,0,0,3601,0,0,0,0,0,0,462.3,948.9,389.3,1849.2,0,681.3,0,462.3,194.7,0,0,24.3,0,0,0,0,0,243.3,145.9,17104.6,7591.2,219,194.7,0,15742.2,0
1982-12-15,BB,48,11:45:00,A,12,12,153,34,34,200,PS,O,3657,35,79070899812,101685,1873,2,100,DLB,1,4,53.1,26.5,557,185.7,0,0,1909.8,1034.5,132.6,132.6,0,0,0,0,4244,0,0,0,0,0,0,132.6,238.7,53,10291.8,0,371.4,0,132.6,132.6,26.5,0,0,0,0,0,0,0,53.1,212.2,19787.7,2944.3,265.2,159.1,0,18541,0
1982-12-15,BB,48,11:45:00,B,12,12,153,34,34,200,PS,O,6501,36,79070849557,51624,2067,2,100,DLB,1,4,73.5,24.5,441.2,171.6,0,0,2573.5,906.9,24.5,73.5,0,0,0,0,3406.9,24.5,24.5,0,0,0,0,98,416.7,49,2965.7,0,220.6,0,98,24.5,24.5,0,73.5,0,0,0,0,0,0,122.5,11740.1,3480.4,98,49,0,10784.3,49
1982-12-15,DD,48,11:15:00,A,12,12,153,34,34,200,PS,O,3657,35,79070896195,99812,3617,2,100,DLB,1,7,0,41.2,549.5,123.6,41.2,0,2747.3,1140.1,82.4,137.4,0,0,0,0,4093.4,27.5,13.7,27.5,0,0,0,137.4,357.1,151.1,8722.5,13.7,247.3,0,137.4,55,27.5,96.2,13.7,0,0,0,0,0,82.4,384.6,19313.3,3887.4,219.8,82.5,0,17898.4,41.2
1982-12-15,DD,48,11:15:00,B,12,12,153,34,34,200,PS,O,6501,36,79070845924,49557,3633,2,100,DLB,1,7,13.9,41.8,376,139.3,27.9,0,1573.8,793.9,125.4,69.6,0,0,0,0,2339.8,55.7,0,13.9,0,0,0,125.4,181.1,0,3036.2,13.9,167.1,0,125.4,55.7,13.9,0,27.9,0,0,0,0,0,13.9,83.5,9289.6,2367.7,195,69.6,0,8495.8,55.7
1982-12-31,BB,49,12:39:00,A,11,11,153,34,34,200,PS,O,6501,36,79070870002,70948,946,2,100,DLB,1,6,31.7,0,284.8,174.1,0,0,79.1,933.5,31.7,949.4,0,0,0,0,379.8,0,0,0,0,0,0,174.1,47.5,142.4,332.3,0,31.7,0,174.1,94.9,15.8,0,0,0,0,0,0,0,0,15.8,3718.6,1012.6,981.1,110.7,0,3101.5,0
1982-12-31,BB,49,12:39:00,B,11,11,153,34,34,200,PS,O,3657,35,790708120841,123982,3141,2,100,DLB,1,6,142.4,0,379.8,189.9,0,0,110.8,917.7,0,933.5,0,0,0,0,189.9,0,0,0,0,0,0,269,31.7,110.8,680.4,0,237.3,0,269,110.8,79.1,0,0,0,0,0,0,0,0,15.8,4398.9,1028.5,933.5,189.9,0,3481.1,0
1982-12-31,DD,49,12:20:00,A,11,11,153,33,34,200,PS,O,6501,36,79070864768,70002,5234,2,100,DLB,1,0,0,0,280.5,222.4,0,0,135.4,938.1,9.7,1189.6,0,0,0,0,357.8,0,0,0,0,0,0,29,9.7,96.8,648,0,67.7,0,29,38.7,29,0,9.7,0,0,0,0,0,0,77.4,4139.5,1073.5,1199.3,67.7,0,3481.8,0
1982-12-31,DD,49,12:20:00,B,11,11,153,33,34,200,PS,O,3657,35,790708115994,120841,4847,2,100,DLB,1,10,0,30.8,482.1,174.4,0,0,143.6,1066.7,10.3,1148.7,0,0,0,0,256.4,10.3,0,0,0,0,0,133.3,0,215.4,1128.2,0,246.2,0,133.3,20.5,51.3,0,61.5,0,0,0,0,0,0,20.5,5200.2,1210.3,1159,71.8,0,4359.1,10.3
1983-03-08,DD,29,11:00:00,B,10,9,153,32,-99.9,200,PS,O,1409,36,680327839165,840831,1666,2,100,DLB,1,3,0,121.2,0,60.6,0,0,0,0,121.2,0,0,0,0,0,212.1,0,0,0,0,0,0,1636.4,0,60.6,454.5,0,212.1,0,1636.4,151.5,0,0,0,0,0,0,0,0,0,30.3,3060.5,0,121.2,151.5,0,2696.9,0
1983-01-13,BB,50,11:50:00,A,8,8,153,31,32,200,PS,O,1387,34,840929172328,175412,3084,3,100,DLB,1,6,0,93.3,326.6,171.1,0,0,93.3,217.7,46.7,357.7,0,0,0,0,202.2,31.1,15.6,0,0,0,0,124.4,15.6,46.7,93.3,0,46.7,0,124.4,202.2,46.7,0,46.7,0,0,0,0,0,15.6,62.3,2255.5,311,404.4,248.9,0,1291,46.7
1983-01-13,BB,50,11:50:00,B,8,8,153,31,32,200,PS,O,3657,35,790708126012,129370,3358,3,100,DLB,1,7,14.8,44.4,74,281.1,0,0,14.8,251.5,14.8,414.2,0,0,0,0,310.7,14.8,0,0,0,0,0,0,0,103.6,192.3,14.8,340.2,0,0,103.6,103.6,0,192.3,0,0,0,0,0,14.8,44.4,2544.7,266.3,429,207.2,0,1671.7,14.8
1983-01-13,DD,50,11:40:00,A,8,8,153,33,32,200,PS,O,1387,34,840929170544,172328,1784,2,100,DLB,1,4,26.9,26.9,215.1,322.6,0,0,53.8,349.5,0,779.6,0,0,0,0,268.8,0,0,0,0,0,0,107.5,0,80.7,107.5,0,0,0,107.5,26.9,80.7,0,26.9,0,0,0,0,0,0,188.3,2661.7,403.3,779.6,107.6,0,1747.4,0
1983-01-13,DD,50,11:40:00,B,8,8,153,33,32,200,PS,O,3657,35,790708123810,126012,2202,2,100,DLB,1,4,0,112.9,203.2,0,0,22.6,0,270.9,0,654.6,0,0,0,0,293.5,45.2,0,0,0,0,0,22.6,22.6,225.7,248.3,0,0,0,22.6,90.3,90.3,0,180.6,0,0,0,0,0,22.6,632.1,3138,270.9,654.6,180.6,0,1783.4,45.2
1983-01-26,BB,51,10:40:00,A,8,7,153,32,32,200,PS,O,1387,36,680327177167,178471,1304,3,100,DLB,1,3,38.6,0,0,115.8,0,0,77.2,115.8,0,77.2,0,0,0,0,386.1,0,0,0,0,0,0,0,0,0,77.2,0,77.2,0,0,501.9,154.4,0,115.8,0,0,0,38.6,0,0,0,1775.8,193,77.2,656.3,0,810.7,0
1983-01-26,BB,51,10:40:00,B,8,7,153,32,32,200,PS,O,3657,35,790310131313,132738,1425,3,100,DLB,1,3,0,0,0,104.5,0,0,34.8,69.7,0,278.7,0,0,0,0,243.9,0,0,0,0,0,0,104.5,34.8,34.8,313.6,0,278.7,0,104.5,487.8,69.7,0,69.7,0,0,0,69.7,0,0,34.8,2229.7,104.5,278.7,557.5,0,1393.5,0
1983-01-26,DD,51,10:30:00,A,7,7,153,32,32,200,PS,O,1387,36,680327175372,177167,1795,2,100,DLB,1,4,0,0,28.1,84.3,0,0,0,28.1,0,196.6,0,0,0,0,84.3,28.1,0,0,0,0,0,0,0,56.2,84.3,0,28.1,0,0,84.3,28.1,0,56.2,0,0,0,0,0,0,0,786.7,28.1,196.6,112.4,0,505.7,28.1
1983-01-26,DD,51,10:30:00,B,7,7,153,32,32,200,PS,O,3657,35,790310129398,131313,1915,2,100,DLB,1,4,51.9,0,77.9,233.8,0,0,26,26,0,181.8,0,0,0,0,103.9,0,0,0,0,0,0,0,51.9,26,415.6,0,103.9,0,0,103.9,0,0,51.9,0,0,0,0,0,0,0,1454.5,52,181.8,103.9,0,935.1,0
1983-02-10,BB,52,10:37:00,A,8,8,153,27,28,200,PS,O,1387,36,680327181072,183520,2448,3,100,DLB,1,5,0,20.6,20.6,103.1,0,0,0,144.3,0,0,0,0,0,0,123.7,0,0,0,0,0,0,577.3,20.6,0,0,0,103.1,0,577.3,206.2,20.6,0,20.6,0,0,0,0,0,0,41.2,1401.9,144.3,0,226.8,0,969,0
1983-02-10,BB,52,10:37:00,B,8,8,153,27,28,200,PS,O,3657,35,790310135275,137688,2413,3,100,DLB,1,5,0,20.6,0,82.5,0,20.6,20.6,103.1,0,0,0,20.6,0,0,185.6,0,0,0,0,0,0,474.2,41.2,41.2,0,0,268,0,474.2,371.1,41.2,0,0,0,0,0,0,0,0,41.2,1731.7,123.7,0,412.3,20.6,1154.5,0
1983-02-10,DD,52,10:20:00,A,8,9,153,30,30,200,PS,O,1387,36,680327178586,181072,2486,2,100,DLB,1,5,0,40.6,40.6,40.6,0,0,0,162.3,0,0,20.3,0,0,0,284,20.3,0,0,0,0,0,547.7,0,0,60.9,0,40.6,0,547.7,182.6,0,0,20.3,0,0,0,0,0,0,60.9,1521.7,162.3,0,182.6,20.3,1136.1,20.3
1983-02-10,DD,52,10:20:00,B,8,9,153,30,30,200,PS,O,3657,35,790310132760,135275,2515,2,100,DLB,1,5,0,19.8,39.5,217.4,0,0,0,138.3,0,0,0,0,0,0,355.7,0,0,0,0,0,0,652.2,19.8,0,19.8,0,316.2,0,652.2,276.7,19.8,0,79.1,0,0,0,0,0,0,19.8,2174.1,138.3,0,296.5,0,1502,0
1983-02-25,BB,53,10:45:00,A,12,12,153,20,24,200,PS,O,3427,34,65070111715,14562,2847,3,100,DLB,1,6,16.8,50.3,33.5,33.5,0,0,16.8,67,0,0,0,0,0,0,0,0,0,0,0,0,0,100.5,0,83.8,0,0,0,0,100.5,284.8,0,0,0,0,0,0,0,0,0,16.8,703.8,83.8,0,284.8,0,268.1,0
1983-02-25,BB,53,10:45:00,B,12,12,153,20,24,200,PS,O,3400,34,65070111897,14578,2681,3,100,DLB,1,6,0,17.6,52.9,17.6,17.6,17.6,70.5,35.3,0,17.6,35.3,0,0,0,17.6,17.6,17.6,0,0,0,0,141.1,0,88.2,0,0,52.9,0,141.1,388,0,0,0,0,0,0,0,0,0,0,1005,105.8,17.6,388,35.3,493.7,35.2
1983-02-25,DD,53,10:32:00,A,12,12,153,28,27,200,PS,O,3427,34,6507017542,11715,4173,2,100,DLB,1,9,0,0,80,11.4,11.4,11.4,57.1,137.1,0,0,11.4,0,0,0,11.4,0,0,0,0,0,0,102.9,0,34.3,0,0,0,0,102.9,137.1,0,0,0,0,0,0,0,0,0,22.8,628.3,194.2,0,137.1,11.4,354.2,0
1983-02-25,DD,53,10:32:00,B,12,12,153,28,27,200,PS,O,3400,34,6507018332,11897,3565,2,100,DLB,1,8,0,0,66.3,0,0,0,119.4,66.3,13.3,0,0,0,0,0,0,0,0,0,0,0,0,119.4,0,66.3,0,0,26.5,0,119.4,92.8,0,0,0,0,0,0,0,0,0,26.6,596.9,185.7,13.3,92.8,0,411.2,0
1983-03-10,BB,54,09:30:00,A,14,13,153,12,17,200,PS,O,3400,34,65070116668,18120,1452,3,100,DLB,1,3,65.1,65.1,32.6,195.4,0,0,65.1,32.6,0,0,65.1,0,0,0,97.7,0,0,0,0,0,0,162.9,0,97.7,32.6,0,228,0,162.9,456,65.1,0,0,0,0,0,0,0,0,65.2,1726.2,97.7,0,521.1,65.1,781.7,0
1983-03-10,BB,54,09:30:00,B,14,13,153,12,17,200,PS,O,3427,34,65070116672,18936,2264,3,100,DLB,1,5,0,0,0,21.1,0,42.2,21.1,42.2,0,0,42.2,0,0,0,0,0,0,0,0,0,0,42.2,0,147.7,0,0,295.4,0,42.2,316.5,63.3,0,0,0,0,0,0,0,0,0,1033.9,63.3,0,379.8,42.2,590.8,0
1983-03-10,DD,54,09:20:00,A,13,12,153,19,21,200,PS,O,3400,34,65070114622,16668,2046,2,100,DLB,1,4,0,46.2,69.3,184.8,0,0,0,23.1,0,0,0,0,0,0,92.4,0,0,0,0,0,0,0,0,92.4,46.2,0,161.7,0,0,254,46.2,0,0,0,0,0,0,0,0,0,1016.3,23.1,0,300.2,0,415.8,0
1983-03-10,DD,54,09:20:00,B,13,12,153,19,21,200,PS,O,3427,34,65070114572,16672,2100,2,100,DLB,1,4,0,68.2,45.5,159.1,0,0,45,0,68.2,0,22.7,0,0,0,136.4,0,0,0,0,0,0,68.2,0,22.7,0,0,136.4,0,68.2,90.9,90.9,0,22.7,0,0,0,0,0,0,0,976.9,45,68.2,181.8,22.7,499.6,0
1983-03-28,BB,55,11:55:00,A,15,14,153,9,17,200,PS,O,3427,34,65070121283,23652,2369,3,100,DLB,1,5,0,20.2,0,100.8,0,20.2,80.6,181.5,20.2,0,0,0,0,0,201.6,0,0,0,0,0,0,282.3,0,262.1,40.3,0,80.6,0,282.3,80.6,40.3,0,0,0,0,0,0,0,0,60.5,1471.8,262.1,20.2,120.9,0,1149.2,0
1983-03-28,BB,55,11:55:00,B,15,14,153,9,17,200,PS,O,3400,34,65070120893,23365,2472,3,100,DLB,1,5,0,114.7,57.4,153,0,0,95.6,382.4,57.4,76.5,0,0,0,0,478,0,38.2,19.1,0,0,0,726.6,0,210.3,76.5,0,153,0,726.6,76.5,38.2,0,0,0,0,0,0,0,0,19.1,2772.5,478,133.9,114.7,0,2313.6,38.2
1983-03-28,DD,55,11:40:00,A,14,15,153,20,22,200,PS,O,3427,34,65070118928,20991,2063,2,100,DLB,1,4,23.1,277.8,69.4,115.7,0,0,92.6,671.3,0,0,23.1,0,0,0,277.8,0,0,0,0,0,0,370.4,0,23.1,46.3,0,115.7,0,370.4,92.6,23.1,0,0,0,0,0,0,0,0,92.4,2314.4,763.9,0,115.7,23.1,1620.3,0
1983-03-28,DD,55,11:40:00,B,14,15,153,20,22,200,PS,O,3400,34,65070118139,20896,2757,2,100,DLB,1,6,0,240.1,17.2,205.9,17.2,34.3,257.3,789,0,102.9,0,0,0,0,377.4,0,0,51.5,0,0,0,394.5,0,137.3,171.5,0,257.3,0,394.5,171.5,17.2,0,17.2,0,0,0,0,0,17.2,17.2,3293.7,1046.3,102.9,188.7,0,2538.7,0
1983-04-13,BB,56,12:30:00,A,18,17,153,20,25,200,PS,O,3427,34,65070126531,28770,2239,3,100,DLB,1,5,0,42.6,106.6,64,0,0,64,362.5,0,0,0,0,0,0,106.6,0,0,0,0,0,0,277.2,0,127.9,0,0,149.3,0,277.2,106.6,21.3,0,21.3,0,0,0,0,0,0,0,1449.9,426.5,0,127.9,0,1087.5,0
1983-04-13,BB,56,12:30:00,B,18,17,153,20,25,200,PS,O,3400,34,65070126063,28103,2040,3,100,DLB,1,4,0,116,139.2,69.6,0,23.2,46.4,371.2,0,0,0,0,0,0,139.2,0,0,0,0,0,0,394.4,0,232,46.4,0,208.8,0,394.4,255.2,0,0,0,0,0,0,0,0,0,23.2,2064.8,417.6,0,255.2,0,1438.4,0
1983-04-13,DD,56,12:20:00,A,17,17,153,26,27,200,PS,O,3427,34,65070123682,26531,2849,2,100,DLB,1,6,0,234.5,83.8,117.3,0,16.8,67,184.3,0,0,0,0,0,0,184.3,0,0,0,0,0,0,402,0,117.3,0,0,150.8,0,402,368.5,16.8,0,33.5,0,0,0,0,0,16.8,16.8,2010.5,251.3,0,385.3,0,1105.7,0
1983-04-13,DD,56,12:20:00,B,17,17,153,26,27,200,PS,O,3400,34,65070123363,26063,2700,2,100,DLB,1,6,0,192.6,122.6,175.1,0,0,70.1,105.1,0,0,0,0,0,0,140.1,0,0,0,0,0,0,332.7,0,175.2,35,0,0,0,332.7,350.3,0,0,17.5,0,0,0,0,0,0,0,1716.3,175.2,0,350.3,0,858.2,0
1983-04-26,BB,57,12:30:00,B,16,16,153,20,23,200,PS,O,3400,34,65070130671,32806,2135,3,100,DLB,1,5,22.2,0,22.2,66.5,22.2,22.2,88.7,909.1,0,0,0,0,0,0,199.6,0,22.2,0,0,0,0,0,22.2,243.9,0,0,177.4,0,0,776.1,155.2,0,22.2,0,0,0,0,0,0,22.2,2794.1,997.8,0,931.3,0,1663.1,22.2
1983-04-26,BB,57,12:30:00,A,16,16,153,20,23,200,PS,O,3427,34,65070131465,33490,2025,3,100,DLB,1,4,47.1,47.1,70.7,23.6,0,0,70.7,942.6,0,70.7,23.6,0,0,0,212.1,0,47.1,0,0,0,0,0,0,282.8,0,23.6,353.5,0,0,683.4,471.3,0,0,0,0,0,0,0,23.6,0,3393.5,1013.3,70.7,1154.7,23.6,2026.7,47.1
1983-04-26,DD,57,12:15:00,B,17,16,153,26,26,200,PS,O,3400,34,65070128141,30671,2530,2,100,DLB,1,5,37.4,74.8,130.8,186.9,0,18.7,261.7,2186.9,0,112.1,0,0,0,0,224.3,0,0,18.7,0,0,0,0,18.7,467.2,37.4,0,299.1,0,0,1364.5,448.6,18.7,0,0,0,0,0,0,18.7,93.5,6018.7,2448.6,112.1,1813.1,0,3626.1,0
1983-04-26,DD,57,12:15:00,A,17,16,153,26,26,200,PS,O,3427,34,65070128804,31465,2661,2,100,DLB,1,6,17.9,71.7,143.4,143.4,0,17.9,71.7,1612.9,0,143.4,0,0,0,0,430.1,0,0,0,0,0,0,0,0,161.2,17.9,0,143.4,0,0,1111.1,358.4,0,17.9,0,0,0,0,0,17.9,71.7,4551.9,1684.6,143.4,1469.5,0,2580.6,0
1983-05-10,BB,58,11:17:00,A,20,20,153,27,28,200,PS,O,3427,34,65070135823,37708,1885,4,100,DLB,1,4,0,379.7,75.9,25.3,0,0,10455.7,12835.4,0,25.3,0,0,0,0,1670.9,25.3,1746.8,25.3,0,0,0,0,0,531.6,0,0,1620.3,0,0,6000,658.2,708.9,50.6,0,0,0,0,0,50.6,177.1,37062.9,23291.1,25.3,6658.2,0,28936.6,1772.1
1983-05-10,BB,58,11:17:00,B,20,20,153,27,28,200,PS,O,3400,34,65070135154,36453,1299,4,100,DLB,1,3,72.7,363.6,290.9,0,0,0,14727.3,19890.9,0,36.4,0,0,0,0,2036.4,181.8,2836.4,0,0,0,0,0,0,581.9,218.2,0,1709.1,0,0,6945.5,727.3,327.3,0,0,0,0,0,0,0,400,51345.7,34618.2,36.4,7672.8,0,42218.4,3018.2
1983-05-10,DD,58,10:50:00,A,20,20,153,29,29,200,PS,O,3427,34,65070133517,35823,2306,2,100,DLB,1,5,62.1,310.6,352,82.8,0,0,310.6,6087,0,82.8,0,0,20.7,20.7,2629.4,0,393.4,0,0,0,0,0,0,144.9,62.1,0,807.5,0,0,7784.7,869.6,1739.1,0,0,0,0,0,0,103.5,82.8,21946.3,6397.6,82.8,8654.3,0,10559.1,393.4
1983-05-10,DD,58,10:50:00,B,20,20,153,29,29,200,PS,O,3400,34,65070132819,35154,2335,2,100,DLB,1,5,161.9,323.9,323.9,101.2,0,0,485.8,5364.4,0,81,0,0,0,0,2793.5,40.5,404.9,0,0,0,0,0,0,121.5,40.5,0,526.3,0,0,6153.8,749,1700.4,0,0,0,0,0,0,141.7,161.8,19676,5850.2,81,6902.8,0,9858.4,445.4
1983-05-24,DD,59,10:30:00,A,23,23,153,33,33,200,PS,O,3400,34,65070136451,38478,2027,2,100,DLB,1,4,93.2,419.6,69.9,93.2,0,0,932.4,699.3,0,0,0,0,0,0,8601.4,69.9,93.2,93.2,0,0,0,0,256.4,139.9,419.6,0,373,0,0,2284.4,629.4,909.1,93.2,0,0,0,0,0,0,209.8,16480.1,1631.7,0,2913.8,0,11678.3,163.1
1983-05-24,DD,59,10:30:00,B,23,23,153,33,33,200,PS,O,3427,34,65070137746,39937,2191,3,100,DLB,1,5,65.4,479.3,108.9,21.8,0,0,1176.5,697.2,0,0,0,0,21.8,0,7451,65.4,239.7,87.2,0,0,0,0,326.8,21.8,283.2,0,130.7,0,0,2047.9,479.3,1045.7,152.5,0,0,0,0,0,21.8,217.9,15141.8,1873.7,0,2527.2,0,10501.3,305.1
